region_name,num_households_2021_total,num_households_2016_total,median_total_income_2020_total_cad,median_total_income_2015_total_cad,median_aftertax_income_2020_total_cad,median_aftertax_income_2015_total_cad,num_households_2021_1person,median_total_income_2020_1person_cad,num_households_2021_census_family,median_total_income_2020_census_family_cad,num_households_2021_non_census_family,median_total_income_2020_non_census_family_cad
Pavilion 1,,,,,,,,,,,,
Paynton,,,,,,,,,,,,
Paynton No. 470,,105,,79500,,71500,,,,,,
Pays Plat 51,,,,,,,,,,,,
Peace No. 135,575,575,96000,105000,84000,91000,135,44800,425,114000,155,48800
Peace River,2590,2605,100000,112000,86000,94000,770,50800,1690,126000,900,57200
Peace River B,1620,1645,94000,101000,83000,87000,310,44400,1280,107000,345,47600
Peace River C,2275,2435,124000,134000,105000,109000,475,64000,1745,139000,530,69000
Peace River D,1820,2240,101000,104000,88000,88000,400,46400,1375,121000,450,50000
Peace River E,1085,1200,102000,97000,86000,82000,290,47200,760,125000,330,53200
Peachland,2690,2460,81000,78000,72500,68500,715,38800,1880,99000,810,42400
Peawanuck,,,,,,,,,,,,
Pebble Baye,,,,,,,,,,,,
Peel,485,455,67000,61600,59600,56400,135,29400,325,82000,160,36400
Peepeekisis 81,145,135,53600,41200,52400,41200,25,23800,110,64500,35,26000
Peerless Trout 238,,0,,0,,0,,,,,,
Peguis 1B,865,785,60400,40000,60000,39200,195,22800,630,76000,230,25200
"Peigan Timber Limit ""B""",,0,,0,,0,,,,,,
Pelee,,,,,,,,,,,,
Pelham,6960,6470,110000,103000,95000,88000,1390,49200,5480,129000,1480,50800
Pelican Lake 191A,,0,,0,,0,,,,,,
Pelican Lake 191B,,,,,,,,,,,,
Pelican Narrows,,0,,0,,0,,,,,,
Pelican Narrows,,,,,,,,,,,,
Pelican Narrows 184B,345,325,63200,37200,63200,36800,40,22400,295,66500,50,23800
Pelican Narrows 206,65,75,74500,38000,74500,38000,10,,55,84000,10,
Pelican Pointe,,0,,0,,0,,,,,,
Pelly,130,140,47600,37600,44800,37200,55,24800,70,69000,65,26000
Pelly Crossing,140,145,63200,61200,59200,55600,50,31600,85,81000,55,35600
Pemberton,1355,965,100000,91000,87000,79000,305,52000,960,116000,395,62000
Pembina,930,910,71000,63600,63600,56400,265,35600,640,87000,290,38000
Pembroke,6545,6195,63200,55200,57200,51200,2500,34800,3760,87000,2785,37200
Pemynoos 9,,0,,0,,0,,,,,,
Penelakut Island 7,130,120,61200,31200,60800,31200,20,,110,67500,25,25000
Penetanguishene,3975,3680,74000,64500,66500,58400,1175,37600,2670,93000,1310,39600
Penhold,1325,1250,98000,104000,86000,89000,270,51600,990,110000,335,58400
Pennal 19,,0,,0,,0,,,,,,
Pennant,,,,,,,,,,,,
Pennfield,950,920,69500,66000,62000,58000,255,33600,670,87000,280,34800
Pense,210,220,122000,108000,101000,92000,40,48000,170,134000,40,49600
Pense No. 160,145,155,123000,115000,100000,96000,30,52800,115,130000,30,54800
Penticton,17360,15740,68000,58800,61600,52400,6515,37200,9980,93000,7380,40400
Penticton 1,945,790,68500,60000,63200,54800,270,40800,640,85000,310,43200
Pentledge 2,,0,,0,,0,,,,,,
Peq-Paq 22,,0,,0,,0,,,,,,
Percé,1550,1520,56400,48400,51200,44000,630,30600,860,79500,690,32800
Perdue,155,165,66000,55200,59200,48400,65,38400,90,82000,65,42400
Perdue No. 346,125,130,96000,82000,84000,71500,25,42400,105,110000,25,43600
Perry,1145,1040,72000,62800,65000,56800,280,34400,830,87000,310,38400
Perth,470,460,60000,52400,55200,48400,120,34000,340,72000,130,34400
Perth,3275,3010,63200,56800,56800,50800,1415,39200,1750,89000,1515,40400
Perth East,4110,3995,96000,84000,85000,74500,720,44000,3305,110000,805,47600
Perth South,1400,1370,101000,98000,87000,85000,235,48000,1130,115000,265,51200
Perth-Andover,740,715,49600,45200,46000,42000,285,28400,440,70500,300,29000
Pessamit,820,780,62400,36800,61600,36000,175,26200,595,72000,225,31200
Petawawa,6765,6335,102000,93000,89000,80000,1555,65500,4845,116000,1915,70000
Peterborough,35980,34710,71500,62800,64500,56400,11685,36800,21975,94000,14005,41600
Peters 1,,0,,0,,0,,,,,,
Petersville,305,295,72000,63200,63200,58400,65,41200,225,79500,80,48400
Peterview,280,310,51200,48400,48000,45600,45,25800,225,58000,50,26400
Petit-Lac-Sainte-Anne,,0,,0,,0,,,,,,
Petit-Mécatina,,0,,0,,0,,,,,,
Petit-Rocher,890,850,59200,54400,52400,49200,270,26800,580,81000,305,29400
Petit-Saguenay,305,310,51600,47600,48000,44000,110,24200,190,67000,115,24400
Petitcodiac,610,570,66500,59200,60400,53600,170,29800,420,83000,190,32000
Petite-Rivière-Saint-François,455,355,87000,78500,73500,67500,150,42800,290,110000,165,46800
Petite-Vallée,,,,,,,,,,,,
Petrolia,2460,2280,86000,79000,75500,69500,715,41600,1685,107000,775,44800
Petty Harbour-Maddox Cove,385,370,87000,85000,74000,75000,80,38800,290,97000,90,39600
Pheasant Rump Nakota 68,,,,,,,,,,,,
Piapot 75,205,145,46400,36800,46400,36400,35,23200,165,50800,40,23200
Piapot No. 110,125,140,57600,62000,54400,56000,35,27000,90,69000,40,27200
Pic Mobert North,,,,,,,,,,,,
Pic Mobert South,,,,,,,,,,,,
Pic River 50,140,170,68000,57600,65000,55600,35,30600,100,74500,40,36000
Picard,,0,,0,,0,,,,,,
Pickering,33425,30920,118000,108000,102000,93000,5740,54000,26895,134000,6525,58400
Pickle Lake,155,145,72500,88000,64500,78500,50,47600,90,93000,65,50000
Pictou,1455,1460,55600,51600,50400,46800,550,29600,870,76500,580,31000
"Pictou, Subd. A",2800,2710,70000,67500,61600,58800,795,32400,1950,88000,850,34800
"Pictou, Subd. B",2630,2585,69500,67500,61200,58800,735,34400,1835,85000,800,36400
"Pictou, Subd. C",3715,3655,71500,68500,62800,60000,1025,35200,2590,89000,1130,38000
Picture Butte,690,675,81000,75500,72000,64500,170,40000,490,94000,200,47200
Piedmont,1820,1555,77500,69000,65500,58000,710,48400,1070,102000,755,49600
Pierceland,250,250,76500,83000,67000,70500,90,48400,155,92000,95,53200
Pierreville,1050,1015,51200,48400,46800,44400,420,28200,605,74000,450,29800
Pigeon Lake 138A,85,95,44800,36800,44800,36800,25,20800,55,63200,30,22800
Piikani 147,475,400,58000,42400,57600,41600,105,25400,360,71500,120,27000
Pikangikum 14,,0,,0,,0,,,,,,
Pike River,220,225,72500,57600,63200,52000,60,32800,150,88000,60,35600
Pikogan,160,160,86000,51200,83000,51200,20,41600,125,90000,35,50000
Pikwakanagan (Golden Lake 39),185,180,50000,38800,50000,36800,50,23200,130,69000,55,23600
Pilger,,,,,,,,,,,,
Pilley's Island,135,130,59600,52000,55600,47600,40,35200,95,69000,45,35200
Pilot Butte,965,760,129000,128000,108000,105000,135,63200,815,139000,150,67000
Pinawa,710,675,87000,88000,72500,74000,195,56800,510,99000,200,56800
Pincher Creek,1525,1490,74000,74500,67000,66500,490,40400,970,96000,550,44000
Pincher Creek No. 9,1290,1120,78500,85000,70500,74500,350,43200,915,95000,370,45200
Pincourt,5640,5470,95000,89000,81000,74000,1315,46000,4200,113000,1440,48400
Pine Creek 66A,210,205,57200,30200,56000,30200,40,21000,150,70000,55,24800
Pinehouse,265,265,76500,75000,72000,67500,45,28600,215,89000,50,35200
Piney,805,770,57600,49200,50800,44400,265,28800,525,73500,280,30200
Pinto Creek No. 75,85,90,80000,75000,75000,70000,20,,65,93000,20,
Pinware,,,,,,,,,,,,
Piopolis,205,180,63200,56800,53200,50000,70,34800,135,75500,75,36000
Pipestone,595,615,73000,76000,64000,64000,190,34400,395,92000,200,37200
Pitt Meadows,7405,7195,104000,94000,91000,81000,1710,48000,5505,125000,1895,51600
Pittville No. 169,,,,,,,,,,,,
Placentia,1545,1555,59600,65000,53600,57200,535,30400,965,87000,575,32400
Plaisance,500,475,69000,62800,61200,54000,150,37200,335,88000,175,41600
Plaster Rock,475,475,50400,45200,46800,43600,165,24400,300,69000,175,24600
Pleasant Valley No. 288,,110,,97000,,84000,,,,,,
Pleasantdale,,,,,,,,,,,,
Pleasantdale No. 398,260,250,79500,75500,70000,68500,65,44800,185,96000,65,44800
Plenty,,,,,,,,,,,,
Plessisville,3155,3060,53200,48800,46800,44000,1390,32800,1690,82000,1470,34000
Plessisville,1060,1055,76500,69000,68000,60800,250,38400,795,91000,265,39200
Plummer Additional,325,280,64500,60400,58400,55200,110,38400,215,84000,110,40000
Plunkett,,,,,,,,,,,,
Plympton-Wyoming,3170,3050,108000,99000,94000,85000,605,53600,2505,124000,665,56000
Pohénégamook,1170,1160,62000,56400,54800,50800,410,34400,735,83000,440,35600
Point Alison,,0,,0,,0,,,,,,
Point Edward,940,960,84000,81000,74000,70500,320,49200,595,110000,340,50400
Point Grondine 3,,0,,0,,0,,,,,,
Point Lance,,,,,,,,,,,,
Point Leamington,275,275,55200,50800,50400,47600,70,26600,205,67500,70,28800
Point May,125,,47600,,44000,,35,24600,85,62400,35,25000
Point au Gaul,,,,,,,,,,,,
Point of Bay,,,,,,,,,,,,
Pointe-Calumet,2590,2615,78000,65500,68500,57200,705,38400,1780,97000,805,42000
Pointe-Claire,13315,12375,92000,87000,78000,72500,4080,45200,8975,120000,4340,46800
Pointe-Fortune,260,255,81000,69000,68500,60400,85,36400,160,105000,100,40800
Pointe-Lebel,855,865,82000,78500,68500,65500,285,51600,555,101000,300,52800
Pointe-Verte,400,410,63600,59600,58000,53200,100,32400,290,76500,110,37200
Pointe-aux-Outardes,640,575,85000,82000,71000,68000,195,43600,440,109000,205,44800
Pointe-des-Cascades,745,650,88000,73500,75500,63200,215,47600,510,112000,240,50400
Pointe-à-la-Croix,640,650,52800,41200,48000,40000,235,24600,375,75000,265,27400
Poison Creek 17A,,0,,0,,0,,,,,,
Ponass Lake No. 367,190,190,56800,52400,51600,49200,60,25800,135,83000,60,27000
Pond Inlet,365,350,99000,97000,92000,89000,60,76000,300,105000,65,34400
Ponhook Lake 10,,0,,0,,0,,,,,,
Ponoka,3085,3010,77000,80000,69000,70000,1035,39200,1925,102000,1160,42800
Ponoka County,3690,3535,92000,95000,81000,83000,670,45200,2915,105000,770,48800
Pont-Rouge,4180,3760,87000,77000,74000,66000,1130,45600,2965,106000,1215,46800
Ponteix,240,230,56000,56000,52800,52800,90,36800,150,85000,95,38000
Pontiac,2375,2250,98000,84000,82000,71500,560,43600,1760,119000,620,46800
Pool's Cove,,,,,,,,,,,,
Poorman 88,175,170,52800,31600,52800,31600,20,23600,135,56000,35,24200
Popkum 1,,0,,0,,0,,,,,,
Poplar Bay,,,,,,,,,,,,
Poplar Hill,125,90,72000,62400,72000,59600,15,,115,81000,15,
Poplar River 16,,205,,34000,,34000,,,,,,
Poplar Valley No. 12,,,,,,,,,,,,
Porcupine No. 395,330,360,69000,58400,60800,53200,90,29200,225,84000,105,38000
Porcupine Plain,355,350,59200,58400,54000,54000,140,28000,205,94000,150,28400
Port Alberni,8450,8120,62800,54800,58400,49600,2980,34800,5055,85000,3395,38000
Port Alice,415,340,59200,67500,52800,60000,190,38000,210,83000,205,40000
Port Anson,,,,,,,,,,,,
Port Blandford,260,0,60000,0,54800,0,85,26400,170,79000,90,28600
Port Clements,180,155,67500,57600,60000,52400,75,38800,95,97000,90,44000
Port Colborne,8710,8015,70000,62000,63200,56000,2755,37600,5705,92000,3000,39200
Port Coquitlam,22880,21750,102000,91000,89000,78500,5195,50400,16965,122000,5915,53600
Port Edward,180,175,97000,85000,84000,73500,45,41200,130,120000,50,50000
Port Elgin,160,170,52800,43200,48400,39600,65,27200,90,73000,70,29400
Port Hardy,1790,1850,69000,60800,62800,54400,660,38800,1035,95000,755,42000
Port Hawkesbury,1415,1345,65500,64500,58400,56800,460,33600,880,85000,535,37200
Port Hope,7315,7075,88000,78500,77000,69000,1970,44000,5130,107000,2190,46800
Port Hope Simpson,160,155,79500,90000,70500,79500,25,45200,130,86000,30,44800
Port Kirwan,,,,,,,,,,,,
Port McNeill,1020,1010,87000,92000,76500,79500,295,39200,685,110000,330,41600
Port Moody,13110,12975,115000,101000,99000,85000,2950,59600,9775,137000,3330,63200
Port Rexton,170,160,57600,50400,52400,45600,55,25200,110,69000,55,25400
Port Saunders,285,280,76000,73000,66500,62000,75,32800,200,89000,80,33600
Port au Choix,360,365,61200,64000,54000,56400,115,28800,235,81000,125,30800
Port au Port East,195,265,55600,52800,52000,48400,60,26400,130,73500,65,27800
Port au Port West-Aguathuna-Felix Cove,200,210,52400,49600,48800,47600,70,27200,125,68500,80,30000
Port-Cartier,2915,2930,82000,81000,70000,67500,1015,40800,1850,114000,1070,41600
Port-Daniel--Gascons,1075,980,59200,52400,53200,48000,395,29800,645,79000,435,32800
Portage la Prairie,2165,2195,89000,84000,75500,71000,490,48800,1630,104000,540,50000
Portage la Prairie,5645,5580,69000,63200,60800,55600,2000,39200,3420,92000,2225,41600
Portage-du-Fort,,,,,,,,,,,,
Portier Pass 5,,0,,0,,0,,,,,,
Portneuf,1605,1545,64000,57200,56000,51200,595,35200,985,89000,630,37200
Portneuf-sur-Mer,320,0,53600,0,48400,0,115,23800,200,72000,125,24200
Portugal Cove South,,,,,,,,,,,,
Portugal Cove-St. Philip's,3170,3030,114000,116000,95000,96000,565,42000,2540,132000,635,47200
Postville,,,,,,,,,,,,
Potton,1025,900,65000,56400,57200,50400,370,38000,620,86000,405,40000
Pouce Coupe,315,335,86000,84000,77000,74000,90,54800,215,107000,105,58000
Pouch Cove,820,815,83000,82000,71500,71500,190,38400,610,104000,215,40400
Poularies,275,270,71000,69000,62400,59600,85,32800,180,100000,95,35600
Poundmaker 114,185,180,26800,26400,26800,26400,80,21600,100,45600,85,21600
Poundmaker 114-18B,,0,,0,,0,,,,,,
Powassan,1320,1330,79500,71500,72500,63200,300,36000,970,96000,350,38400
Powell River,6400,6075,67000,61200,61200,54800,2220,35200,3940,88000,2465,38000
Powerview-Pine Falls,510,550,62800,58000,56400,51200,160,38000,330,78000,185,39200
Prairie Lakes,670,610,69500,65000,60800,57200,205,36000,465,85000,215,36400
Prairie Rose No. 309,,,,,,,,,,,,
Prairie View,830,865,73000,72000,63600,61600,255,37600,555,96000,270,40000
Prairiedale No. 321,,,,,,,,,,,,
Preeceville,495,525,56000,46000,50800,44000,210,28000,275,82000,215,28200
Preeceville No. 334,380,375,66500,64000,60400,58400,105,32400,275,76500,105,32800
Preissac,430,390,100000,93000,82000,75000,125,47600,295,124000,135,50000
Prelate,,,,,,,,,,,,
Prescott,1885,2015,61200,50000,55600,46000,700,36800,1125,79000,765,40000
Price,760,775,58000,50400,51600,45600,285,32400,450,82000,310,34800
Priest's Valley 6,230,305,51600,50400,48000,46000,105,32800,110,70500,115,36400
Primate,,,,,,,,,,,,
Prince,395,405,116000,108000,97000,91000,65,53200,325,128000,70,55600
Prince Albert,14310,13845,74500,72500,67000,64500,4190,40000,9340,95000,4970,44800
Prince Albert National Park,165,,76500,,63600,,75,68000,80,124000,80,64000
Prince Albert No. 461,1055,1055,93000,93000,82000,80000,215,42400,820,110000,235,44400
Prince Edward County,11335,10730,81000,71500,72000,64000,3055,40800,7970,98000,3365,44000
Prince George,31795,30235,88000,82000,77500,70500,9420,44000,20355,114000,11435,50400
Prince Rupert,5070,4930,95000,79500,83000,68500,1585,51200,3220,124000,1850,56800
Prince William,480,410,69500,65000,61200,57600,125,37600,340,88000,140,42000
Princeton,1380,1395,64500,56000,60000,50800,490,34800,820,89000,555,37600
Princeville,2780,2590,62000,55200,54800,49600,960,37600,1740,84000,1035,38800
Progress No. 351,100,110,98000,101000,83000,87000,20,48800,75,113000,25,56400
Prophet River 4,,,,,,,,,,,,
Provost,765,780,84000,92000,72500,81000,250,44000,480,109000,285,47200
Provost No. 52,850,825,88000,100000,77000,87000,190,42800,645,102000,200,47600
Prud'homme,,,,,,,,,,,,
Prévost,5535,5180,96000,87000,81000,72500,1260,45600,4155,114000,1380,48400
Puckatholetchin 11,,0,,0,,0,,,,,,
Pukatawagan 198,,0,,0,,0,,,,,,
Punnichy,,,,,,,,,,,,
Puntzi Lake 2,,0,,0,,0,,,,,,
Puskiakiwenin 122,145,120,83000,53200,83000,53200,15,,120,97000,20,
Puslinch,2860,2705,133000,121000,112000,101000,505,52000,2310,159000,550,54800
Puvirnituq,545,450,93000,72500,85000,65000,90,49600,445,101000,100,50800
Péribonka,235,230,67000,57600,57600,49600,75,32000,155,81000,75,32000
Q'alatkú7em,,,,,,,,,,,,
"Qikiqtaaluk, Unorganized",,0,,0,,0,,,,,,
Qikiqtarjuaq,165,175,83000,53200,76500,52400,30,40000,130,90000,35,50800
Qu'Appelle,285,285,72500,83000,64000,68500,95,42400,175,92000,105,46800
Quaaout 1,130,,72000,,65500,,35,38800,85,79500,45,44000
Quaee 7,,,,,,,,,,,,
Qualicum,,,,,,,,,,,,
Qualicum Beach,4435,4305,76500,71000,69000,62800,1300,42800,3050,91000,1385,44800
Quaqtaq,145,130,72000,66500,67500,63600,50,36400,90,92000,50,38400
Quaqtaq,,0,,0,,0,,,,,,
Quatsino Subdivision 18,,,,,,,,,,,,
Queen Charlotte,485,395,65000,75000,60400,64500,210,33200,255,92000,230,36800
Queens,4975,4745,56800,51600,52400,47200,1655,30000,3180,73500,1800,31400
Queensbury,535,510,74500,70500,65500,61200,135,34400,385,92000,145,35600
Quesnel,4510,4395,67000,64000,61600,56400,1695,35600,2605,96000,1905,38800
Quesnel 1,,,,,,,,,,,,
Quill Lake,190,195,69000,56000,62400,53200,75,27400,115,87000,75,27600
Quinsam 12,110,100,82000,78000,78500,75500,30,41200,80,111000,30,43200
Quinte West,19055,17825,81000,72500,72500,64500,4730,41600,13630,98000,5430,45200
Quinton,,,,,,,,,,,,
Quispamsis,6855,6455,113000,110000,95000,91000,1145,46000,5605,129000,1250,47600
Québec,265710,252045,70500,65000,60800,56000,110300,41600,144950,103000,120760,43600
Racine,585,550,85000,77500,73500,66000,145,44000,430,102000,150,44800
Radisson,230,240,57600,53600,52400,50000,95,28000,125,76500,100,29400
Radium Hot Springs,635,350,81000,86000,73500,71500,195,41600,420,99000,215,45600
Radville,335,350,74500,75500,67500,64000,115,42000,210,108000,120,47600
Ragueneau,615,600,66000,61600,56800,54400,190,38400,405,86000,205,40400
Rainbow Lake,200,305,168000,170000,133000,136000,60,101000,140,192000,70,109000
Rainy Lake 17A,,,,,,,,,,,,
Rainy Lake 17B,,0,,0,,0,,,,,,
Rainy Lake 18C,,,,,,,,,,,,
Rainy Lake 26A,,,,,,,,,,,,
Rainy River,365,360,69000,64500,62800,58400,155,37200,200,91000,160,40400
"Rainy River, Unorganized",575,595,99000,88000,86000,76000,105,48400,455,115000,115,50000
Raleigh,,,,,,,,,,,,
Rama,,,,,,,,,,,,
Ramara,4410,4035,85000,78000,75000,69000,1055,44800,3215,101000,1195,48800
Ramea,210,215,47200,52800,44400,49600,55,24200,145,61200,60,24400
Ranchland No. 66,,,,,,,,,,,,
Rankin Inlet,825,795,140000,142000,122000,120000,175,97000,635,160000,195,92000
Rankin Location 15D,,0,,0,,0,,,,,,
Rapide-Danseur,160,140,77500,75500,70500,62800,50,40400,110,110000,55,40800
Rapides-des-Joachims,,,,,,,,,,,,
Rat Portage 38A,,,,,,,,,,,,
Rawdon,5450,4870,62000,53600,55600,48800,1940,34000,3285,84000,2160,37200
Raymond,1330,1135,86000,80000,78500,73500,250,38800,1055,100000,280,41600
Raymore,230,270,76500,66000,65500,56800,80,46800,145,104000,85,47600
Reciprocity No. 32,140,135,85000,91000,75000,81000,30,53600,110,92000,30,53600
Red Bank 4,190,175,44400,31200,42800,30400,85,25800,90,73000,95,26600
Red Bay,,,,,,,,,,,,
Red Deer,40515,39985,85000,93000,75000,80000,11685,43200,26435,107000,14080,48800
Red Deer County,7430,7085,94000,103000,83000,89000,1505,43200,5705,112000,1720,48800
Red Earth 29,75,60,71000,44000,70500,44000,0,0,75,70000,0,0
Red Harbour,,,,,,,,,,,,
Red Lake,1705,1680,111000,115000,93000,96000,505,53600,1140,141000,560,56400
Red Pheasant 108,170,135,49600,27400,49600,27400,45,27800,110,68000,60,35200
Red Rock,405,380,71000,75000,62400,67500,140,40000,260,90000,145,41600
Red Rock 53,,0,,0,,0,,,,,,
Red Sucker Lake 1976,165,0,59600,0,59600,0,25,20800,135,71500,25,25800
Red Sucker Lake 1976A,,0,,0,,0,,,,,,
Redberry No. 435,155,145,72000,61200,63600,54000,30,25000,120,90000,35,26800
Redburn No. 130,95,,105000,,95000,,15,,75,121000,15,
Redcliff,2190,2160,83000,86000,73000,74500,500,43200,1600,96000,590,47200
Redstone Flat 1,,,,,,,,,,,,
Redvers,440,455,74500,75500,65500,68000,165,40800,265,99000,175,44000
Redwater,910,865,78500,97000,68500,82000,295,38000,565,110000,345,43600
Reford No. 379,,100,,96000,,82000,,,,,,
Refuge Cove 6,,,,,,,,,,,,
Regina,92130,87415,88000,89000,76500,76000,27875,48000,59395,113000,32730,51600
Regina Beach,625,540,85000,92000,73000,79000,215,54400,395,103000,230,55600
"Region 1, Unorganized",,0,,0,,0,,,,,,
"Region 2, Unorganized",,0,,0,,0,,,,,,
"Region 3, Unorganized",,0,,0,,0,,,,,,
"Region 4, Unorganized",,,,,,,,,,,,
"Region 5, Unorganized",,0,,0,,0,,,,,,
"Region 6, Unorganized",130,135,159000,140000,130000,114000,40,63600,90,190000,45,64000
Reidville,235,200,68000,74000,59200,64500,50,32800,175,81000,60,36400
Reliance,,0,,0,,0,,,,,,
Rencontre East,,,,,,,,,,,,
Renews-Cappahayden,140,150,65000,60400,55600,55200,40,26200,95,86000,45,28000
Renfrew,3955,3875,60400,52400,55200,48000,1605,31400,2200,85000,1750,34000
Reno No. 51,145,155,69500,84000,65500,74000,35,30200,105,82000,40,34800
Renous 12,,0,,0,,0,,,,,,
Repentigny,34175,33320,91000,84000,77500,71500,8710,44000,24690,111000,9485,46400
Resolute,,,,,,,,,,,,
Revelstoke,3355,3250,96000,81000,85000,70000,865,44000,2215,115000,1140,55200
Rexton,395,360,63600,57200,57200,51600,130,34000,250,79500,145,35600
Reynolds,580,570,68500,67000,60800,58400,155,32800,405,84000,175,36800
Rhein,,,,,,,,,,,,
Rhineland,1645,1640,79500,74500,71500,66000,205,41200,1420,86000,220,43600
Richard,,0,,0,,0,,,,,,
Richelieu,2415,2160,77500,68000,67000,58800,770,38800,1560,105000,850,42000
Richibucto,945,850,66500,60000,58800,54000,265,32800,650,84000,295,37600
Richibucto,650,610,47600,41600,44800,38800,250,26400,360,71500,290,29400
Richibucto 15,765,750,54800,27000,54000,27000,230,21600,490,76000,280,24200
Richmond,555,530,70500,60800,63600,55200,115,31400,420,82000,135,35600
Richmond,1605,1570,51600,48800,46800,44000,700,29800,855,78000,755,32400
Richmond,81080,73455,79000,70500,71000,62400,20340,39200,57075,98000,24010,43200
