"area_code","area_name","A1101","A110101","A110102","A1102","A110201","A110202","A1301","A130101","A130102","A1302","A130201","A130202","A1303","A130301","A130302","A4101","A4200","A5101","A5102","A9101","A9201","E1101","E1501","E2101","E2401","E2501","E3101","E3401","E3501","E4101","E4501","I510120","I5102","I5103"
"R38386","久万高原町","7404","3513","3891","7325","3483","3842","551","282","269","3110","1645","1465","3655","1542","2113","31","212","163","236","21","6","9","42","9","62","218","2","23","122","1","103","1","11","4"
"R38401","松前町","29630","13911","15719","29402","13823","15579","3933","2000","1933","16323","7906","8417","9267","3941","5326","172","412","1018","1012","79","42","1","41","3","101","1679","3","68","838","1","522","1","26","16"
"R38402","砥部町","20480","9519","10961","20255","9432","10823","2425","1209","1216","10864","5193","5671","6987","3017","3970","104","269","567","599","55","29","1","41","4","83","1029","1","48","510","1","116","1","16","7"
"R38422","内子町","15322","7303","8019","15268","7299","7969","1610","854","756","7437","3728","3709","6267","2714","3553","48","282","242","357","25","17","2","25","7","83","612","4","54","374","2","360","1","14","7"
"R38442","伊方町","8397","4036","4361","8330","4018","4312","636","322","314","3780","2012","1768","3979","1701","2278","25","252","170","276","15","10","0","0","5","44","213","3","30","138","1","155","0","10","4"
"R38484","松野町","3674","1725","1949","3656","1725","1931","303","143","160","1635","842","793","1733","738","995","9","89","91","110","6","6","0","0","2","19","122","1","11","63","0","0","0","6","1"
"R38488","鬼北町","9682","4463","5219","9596","4451","5145","874","475","399","4280","2087","2193","4528","1901","2627","31","246","228","236","18","11","0","0","6","57","328","2","27","172","1","231","2","12","4"
"R38506","愛南町","19601","9186","10415","19544","9153","10391","1585","825","760","9037","4517","4520","8942","3818","5124","52","445","291","419","52","27","1","11","9","84","611","4","47","333","1","254","3","20","9"
"R39201","高知市","326545","152455","174090","317204","147276","169928","38125","19395","18730","182962","88347","94615","95909","39118","56791","1792","4295","7253","8959","1090","598","18","1339","41","1029","14971","25","699","8672","16","10146","52","243","185"
"R39202","室戸市","11742","5648","6094","11649","5571","6078","801","409","392","4850","2593","2257","6040","2618","3422","29","329","182","324","22","7","0","0","5","48","310","4","46","164","1","119","1","8","5"
"R39203","安芸市","16243","7754","8489","16062","7657","8405","1490","766","724","7941","4057","3884","6638","2823","3815","61","320","395","493","45","21","0","0","12","89","541","5","50","374","1","319","2","15","9"
"R39204","南国市","46664","22130","24534","45890","21800","24090","5633","2876","2757","25521","12694","12827","14850","6231","8619","286","654","1808","1682","147","76","1","37","14","223","2289","6","115","968","4","1784","9","29","16"
"R39205","土佐市","25732","12384","13348","25342","12164","13178","2842","1496","1346","13332","6816","6516","9463","4018","5445","165","463","636","716","71","36","1","56","10","120","1159","3","57","417","2","191","3","14","9"
"R39206","須崎市","20590","10068","10522","20162","9782","10380","1940","988","952","10177","5404","4773","8356","3595","4761","73","369","539","755","34","27","1","3","8","88","686","6","79","496","2","1066","3","10","10"
"R39208","宿毛市","19033","8914","10119","18805","8825","9980","1980","998","982","9209","4607","4602","7367","3067","4300","69","352","388","581","45","24","1","44","7","92","775","5","67","429","2","502","5","12","11"
"R39209","土佐清水市","12388","5842","6546","12301","5794","6507","895","461","434","5220","2650","2570","6259","2720","3539","31","288","227","326","21","20","1","30","10","40","326","5","23","174","1","124","3","7","5"
"R39210","四万十市","32694","15455","17239","32449","15357","17092","3644","1838","1806","16570","8280","8290","12018","5045","6973","164","557","907","1047","100","50","1","111","26","173","1464","12","91","817","3","732","5","30","17"
"R39211","香南市","32207","15545","16662","31744","15289","16455","3949","2033","1916","17585","8945","8640","10452","4432","6020","194","492","1058","1113","105","50","3","186","7","150","1616","4","86","735","1","67","1","25","13"
"R39212","香美市","26513","12848","13665","25915","12568","13347","2632","1353","1279","13352","7121","6231","10123","4156","5967","114","552","769","750","58","17","2","95","8","111","1094","4","58","471","1","328","3","20","13"
"R39301","東洋町","2194","1085","1109","2153","1054","1099","133","66","67","945","528","417","1116","491","625","7","63","67","56","2","6","0","0","2","14","45","2","17","21","0","0","0","2","1"
"R39302","奈半利町","3034","1399","1635","3015","1389","1626","254","140","114","1353","679","674","1418","574","844","8","80","109","115","5","2","0","0","1","11","102","1","14","44","0","0","0","4","2"
"R39303","田野町","2498","1174","1324","2491","1174","1317","235","112","123","1182","614","568","1060","436","624","11","51","77","85","5","3","0","0","1","14","102","1","14","39","1","51","1","1","2"
"R39304","安田町","2370","1144","1226","2365","1141","1224","210","111","99","1069","561","508","1081","463","618","7","60","51","73","3","0","0","0","1","14","98","1","11","29","0","0","0","1","1"
"R39305","北川村","1146","552","594","1143","550","593","102","49","53","539","291","248","505","212","293","1","23","34","50","1","2","0","0","1","10","34","1","7","15","0","0","0","0","0"
"R39306","馬路村","745","358","387","743","356","387","82","38","44","358","186","172","305","134","171","4","15","23","42","2","0","0","0","2","13","33","2","17","17","0","0","0","2","0"
"R39307","芸西村","3694","1724","1970","3620","1683","1937","399","203","196","1806","936","870","1489","585","904","12","81","111","86","4","9","1","50","1","16","174","1","14","71","0","0","1","3","1"
"R39341","本山町","3261","1516","1745","3239","1511","1728","280","130","150","1419","758","661","1560","627","933","10","98","119","122","11","5","0","0","2","20","108","1","14","63","1","104","1","2","1"
"R39344","大豊町","3252","1546","1706","3219","1535","1684","183","98","85","1160","631","529","1907","816","1091","2","98","54","108","5","3","0","0","0","0","0","0","0","0","0","0","1","7","1"
"R39363","土佐町","3753","1780","1973","3720","1776","1944","363","193","170","1588","833","755","1801","753","1048","16","85","108","89","7","4","0","0","1","15","154","1","14","68","0","0","1","4","1"
"R39364","大川村","366","189","177","365","188","177","45","24","21","171","96","75","150","69","81","1","8","20","19","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"R39386","いの町","21374","10179","11195","21214","10098","11116","2042","1047","995","10725","5349","5376","8404","3645","4759","75","410","534","585","49","23","3","14","17","119","910","6","87","343","2","334","3","17","8"
"R39387","仁淀川町","4827","2306","2521","4788","2287","2501","347","194","153","1790","975","815","2685","1134","1551","15","139","96","182","13","5","0","0","3","27","115","2","26","81","0","0","1","5","1"
"R39401","中土佐町","6002","2782","3220","5960","2750","3210","502","235","267","2602","1321","1281","2895","1224","1671","17","162","123","150","5","3","0","0","3","25","186","2","21","111","0","0","1","7","2"
"R39402","佐川町","12323","5751","6572","12252","5729","6523","1327","671","656","5916","2891","3025","5058","2173","2885","54","224","337","353","34","17","0","0","4","58","493","3","37","240","1","107","2","9","3"
"R39403","越知町","5187","2390","2797","5171","2387","2784","421","213","208","2323","1164","1159","2441","1013","1428","16","122","115","119","11","5","0","0","1","18","147","1","11","81","0","0","4","2","2"
"R39405","檮原町","3307","1611","1696","3302","1607","1695","320","158","162","1456","784","672","1531","669","862","11","67","92","113","10","7","0","0","1","10","131","1","17","60","1","130","1","4","1"
"R39410","日高村","4812","2282","2530","4794","2277","2517","432","236","196","2307","1162","1145","2073","884","1189","19","105","117","130","10","5","0","0","3","33","232","2","29","105","0","0","0","4","1"
"R39411","津野町","5291","2516","2775","5263","2511","2752","552","286","266","2351","1201","1150","2388","1029","1359","17","131","94","145","12","5","0","0","2","25","208","2","29","119","0","0","0","5","2"
"R39412","四万十町","15607","7442","8165","15472","7398","8074","1479","770","709","7061","3624","3437","6979","2995","3984","53","346","284","420","33","15","0","0","15","107","624","6","48","280","2","144","2","10","7"
"R39424","大月町","4434","2128","2306","4415","2115","2300","312","155","157","1946","1004","942","2176","969","1207","9","111","77","106","13","5","1","0","1","14","104","1","15","74","0","0","1","1","2"
"R39427","三原村","1437","690","747","1424","685","739","104","63","41","657","358","299","676","269","407","4","36","30","50","2","3","0","0","1","12","41","1","11","17","0","0","0","2","0"
"R39428","黒潮町","10262","4944","5318","10111","4831","5280","891","467","424","4757","2487","2270","4614","1990","2624","33","252","168","227","10","12","0","0","9","68","363","2","31","168","1","106","0","8","6"
"R40100","北九州市","939029","443269","495760","898013","423283","474730","109590","55857","53733","503800","247580","256220","286177","117819","168358","5514","13100","36187","37349","3614","1602","93","10267","132","3016","44640","73","1757","24260","37","23607","76","941","625"
"R40130","福岡市","1612392","761148","851244","1504528","705628","798900","204973","104834","100139","990298","475234","515064","338930","140781","198149","11733","14745","105552","94847","8329","2621","116","14791","151","5003","84309","83","3002","43018","41","42893","102","1693","1044"
"R40202","大牟田市","111281","51262","60019","109466","50476","58990","12194","6271","5923","56397","27655","28742","41290","16663","24627","554","2011","2303","2799","305","139","12","817","19","338","4773","11","226","2755","7","3819","19","110","71"
"R40203","久留米市","303316","144522","158794","279016","132557","146459","37877","19379","18498","160800","78227","82573","80051","33470","46581","2170","3767","9960","10233","1186","471","20","2064","45","1150","17068","20","635","8860","12","7242","27","303","194"
"R40204","直方市","56212","26403","29809","55438","25964","29474","7336","3839","3497","29633","14766","14867","19005","7678","11327","323","888","1922","1898","202","123","7","388","11","235","2861","4","109","1543","4","2439","4","66","39"
"R40205","飯塚市","126364","60174","66190","124259","59037","65222","16215","8306","7909","68782","34585","34197","39727","16235","23492","813","1874","4079","4075","494","245","9","887","20","446","6707","12","286","3552","4","3417","10","131","70"
"R40206","田川市","46203","21056","25147","45379","20689","24690","5711","2831","2880","23890","11510","12380","15939","6386","9553","287","763","1439","1665","168","102","2","92","9","187","2235","3","114","1138","4","1788","5","52","24"
"R40207","柳川市","64475","30437","34038","63541","29932","33609","7632","3912","3720","34830","17167","17663","21580","9103","12477","309","1005","1388","1565","158","80","3","38","19","274","3002","6","137","1565","3","2324","5","59","38"
